ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,MonthlyIncome,MarketingCost,Occupation:Large Business,Occupation:Salaried,ProductPitched:Deluxe,ProductPitched:King,ProductPitched:Super Deluxe,MaritalStatus:Married,MaritalStatus:Single,Designation:Executive,Designation:Manager,Designation:VP,AgeStructure:Prime working age
0.0,1.142558734845478,0.0,1.0,0.6953473622115647,1.0,0.2919466886142011,4.0,-0.6735313773068816,0.0,3.0,0.12339474312407075,0.7368235997375747,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.061554210085320395,1.0,1.0,1.1906917796868248,1.0,-0.703231156026872,4.0,0.9718712373831992,0.0,4.0,-1.0927855316724573,0.4884421804723402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-1.1562023418405918,0.0,1.0,-1.038358098951846,0.0,2.282302377896347,3.0,0.9718712373831992,0.0,4.0,-0.09568852375500328,-0.42228969016685286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.8278079023140104,1.0,1.0,1.8098723015309002,1.0,0.2919466886142011,3.0,-0.6735313773068816,0.0,3.0,-0.5253141867282011,1.7303492767985127,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,-1.1562023418405918,0.0,1.0,-1.038358098951846,0.0,0.2919466886142011,4.0,-0.12506383907685464,0.0,5.0,0.308115901961368,-0.8086607868016621,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.9145219945830309,0.0,-0.703231156026872,4.0,0.9718712373831992,1.0,4.0,-0.31020341788863875,-0.9190525286973219,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.37630504261678815,1.0,3.0,-0.5430136814765858,1.0,1.287124533255274,3.0,-0.6735313773068816,0.0,2.0,1.1935857149685412,-0.06351652900595862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,1.686036197162085,0.0,-0.703231156026872,4.0,-0.6735313773068816,0.0,5.0,1.4202167281226876,0.8196174061593196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.908812427074168,1.0,1.0,-0.9145219945830309,1.0,-0.703231156026872,5.0,1.520338775613226,1.0,1.0,2.251461942890525,-0.9190525286973219,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.28048383643637465,1.0,3.0,-0.1715053683701406,0.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,3.0,-1.182166737561472,-0.42228969016685286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-2.031920847244809,0.0,3.0,-1.162194203320661,0.0,1.287124533255274,5.0,-1.2219989155369084,0.0,3.0,-1.2312270883494423,-0.7534649158538322,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,-0.9372727154895374,1.0,1.0,-0.7906858902142159,1.0,0.2919466886142011,3.0,2.61727385207328,0.0,3.0,-0.09211327551944269,-0.5878773030103426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.7993476138986408,1.0,1.0,-0.29534147273895567,0.0,-0.703231156026872,3.0,0.9718712373831992,0.0,3.0,-0.3316549073020023,-0.5050834965885977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.061554210085320395,0.0,3.0,0.2000029447363045,1.0,0.2919466886142011,3.0,-0.12506383907685464,0.0,2.0,1.0197889257399013,0.29525663215493564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.49941346278742893,0.0,3.0,0.9430195709491948,1.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,3.0,1.771782804619479,0.32285456762885056,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.28048383643637465,1.0,1.0,1.31452788405564,1.0,0.2919466886142011,3.0,-0.6735313773068816,0.0,3.0,-0.4339467318194304,1.2887823092158737,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.49941346278742893,1.0,1.0,-0.7906858902142159,0.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,3.0,0.04156128351012832,-0.8362587222755771,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-1.375131968191646,1.0,1.0,1.0668556753180098,1.0,1.287124533255274,4.0,-0.12506383907685464,0.0,3.0,-0.5400124294743945,1.7303492767985127,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.15737541626573387,0.0,1.0,-1.162194203320661,1.0,-0.703231156026872,3.0,-0.6735313773068816,1.0,3.0,2.1199722577826856,-1.0846401415408116,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,-0.49941346278742893,1.0,3.0,-0.1715053683701406,1.0,-0.703231156026872,3.0,-1.2219989155369084,0.0,2.0,-0.2819986818081052,-0.42228969016685286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,0.0,1.0,-0.047669264001325574,0.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,4.0,-0.9634807204863491,-0.33949588374510803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.9145219945830309,0.0,0.2919466886142011,3.0,2.068806313843253,0.0,5.0,-1.0081713234308565,-0.6982690449060023,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,0.0,1.0,-0.7906858902142159,0.0,0.2919466886142011,5.0,0.4234036991531723,0.0,4.0,0.04910902978520068,-0.5878773030103426,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-1.0467375286650646,0.0,3.0,1.438363988424455,0.0,0.2919466886142011,3.0,-0.12506383907685464,0.0,2.0,1.019987550641877,1.3991740511115334,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.5804179875475866,0.0,3.0,-0.9145219945830309,1.0,0.2919466886142011,3.0,-0.6735313773068816,1.0,2.0,2.0943496454278345,-0.6982690449060023,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,2.4561364929518037,0.0,2.0,-0.7906858902142159,0.0,1.287124533255274,3.0,-0.12506383907685464,0.0,2.0,2.780400056851517,-0.33949588374510803,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.061554210085320395,1.0,3.0,0.8191834665803798,1.0,0.2919466886142011,3.0,0.9718712373831992,0.0,5.0,-0.4349398563293083,0.8472153416332345,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.061554210085320395,1.0,1.0,0.5715112578427497,0.0,-0.703231156026872,5.0,-0.6735313773068816,0.0,4.0,-1.09040203284875,0.0744731483636161,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-1.7035264077182273,1.0,1.0,-0.29534147273895567,1.0,0.2919466886142011,3.0,2.068806313843253,0.0,1.0,-0.7445960785092507,-0.14631033542770344,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,-1.0467375286650646,1.0,3.0,-0.7906858902142159,0.0,-0.703231156026872,4.0,-0.6735313773068816,0.0,1.0,-1.1257572654004049,-0.8362587222755771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,1.908812427074168,1.0,1.0,0.07616684036748947,0.0,0.2919466886142011,3.0,0.9718712373831992,0.0,5.0,-0.3870712549531915,0.18486489025927585,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.6088782759629561,1.0,3.0,-0.9145219945830309,1.0,0.2919466886142011,4.0,-1.2219989155369084,1.0,1.0,0.27474691842946913,-0.6982690449060023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.3614883611965323,0.0,1.0,-0.9145219945830309,1.0,-0.703231156026872,5.0,-0.6735313773068816,0.0,5.0,1.8671227575677616,-0.9190525286973219,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-2.141385660420336,0.0,1.0,-0.1715053683701406,1.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,5.0,-1.3148481720811651,-0.42228969016685286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,-0.7183430891384832,1.0,1.0,-0.047669264001325574,0.0,-1.698409000667945,5.0,-0.6735313773068816,1.0,2.0,1.3050142849768462,-0.7534649158538322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.266840229441261,1.0,3.0,-0.7906858902142159,1.0,-1.698409000667945,3.0,-0.6735313773068816,0.0,2.0,0.6026766315911656,-1.0846401415408116,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.9145219945830309,1.0,-0.703231156026872,3.0,2.068806313843253,1.0,5.0,-0.24406132553076784,-0.9190525286973219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.15737541626573387,0.0,1.0,2.5528889277437905,0.0,0.2919466886142011,3.0,-0.12506383907685464,0.0,3.0,-0.4845960818232054,2.392699728172471,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-1.0467375286650646,1.0,1.0,-0.7906858902142159,1.0,0.2919466886142011,4.0,-0.12506383907685464,0.0,4.0,-0.5203485641788114,-0.5878773030103426,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.28048383643637465,1.0,1.0,0.8191834665803798,1.0,-1.698409000667945,4.0,-1.2219989155369084,0.0,3.0,-1.2111659732499078,-0.367093819219023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-1.0467375286650646,1.0,1.0,0.9430195709491948,0.0,0.2919466886142011,4.0,-0.6735313773068816,0.0,2.0,-0.4041529965230921,0.9576070835288942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.37630504261678815,1.0,1.0,0.2000029447363045,0.0,-0.703231156026872,3.0,0.9718712373831992,1.0,3.0,-0.522930687904494,-0.1739082709016184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.37630504261678815,1.0,1.0,-0.047669264001325574,1.0,-0.703231156026872,5.0,-0.6735313773068816,0.0,5.0,-1.2383775848205636,-0.33949588374510803,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.1715053683701406,1.0,0.2919466886142011,3.0,0.9718712373831992,0.0,3.0,1.067657527116018,-0.03591859353204368,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.28048383643637465,1.0,1.0,-0.7906858902142159,1.0,1.287124533255274,5.0,2.61727385207328,0.0,4.0,0.22072094509210907,-0.33949588374510803,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,0.0,1.0,-0.7906858902142159,0.0,0.2919466886142011,4.0,2.068806313843253,0.0,2.0,-0.08357240473449239,-0.5878773030103426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,0.0,1.0,-0.5430136814765858,1.0,1.287124533255274,3.0,-0.12506383907685464,0.0,1.0,-0.4905548288824731,-0.06351652900595862,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.48576985579231524,1.0,1.0,-0.29534147273895567,1.0,-0.703231156026872,4.0,-0.6735313773068816,0.0,3.0,-0.24406132553076784,-0.5050834965885977,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.9224560340692816,1.0,3.0,1.56220009279327,1.0,1.287124533255274,4.0,-0.12506383907685464,1.0,1.0,-0.5412041788862482,2.2823079862768116,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.5952346689678424,1.0,1.0,-0.047669264001325574,1.0,0.2919466886142011,3.0,1.520338775613226,0.0,1.0,-0.1743439849373363,0.0744731483636161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,-0.28048383643637465,1.0,3.0,1.9337084058997152,0.0,1.287124533255274,4.0,-0.6735313773068816,1.0,5.0,-0.04901167179074,2.6962770183855356,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-0.9372727154895374,1.0,3.0,0.07616684036748947,0.0,0.2919466886142011,4.0,-0.6735313773068816,1.0,5.0,-0.050799295908520295,0.18486489025927585,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-1.5940615945427001,0.0,1.0,0.9430195709491948,1.0,-1.698409000667945,3.0,-0.12506383907685464,1.0,3.0,-0.3795235086781191,-0.3118979482711931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.15737541626573387,1.0,1.0,-1.038358098951846,0.0,0.2919466886142011,3.0,1.520338775613226,1.0,2.0,0.5989027584536294,-0.8086607868016621,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.142558734845478,1.0,1.0,-0.6668497858454008,1.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,5.0,-0.12429050963948801,-0.7534649158538322,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.9236291084944238,1.0,3.0,-1.162194203320661,1.0,-2.693586845309018,5.0,-0.6735313773068816,0.0,4.0,1.7962136675624765,-1.4158153672277909,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.17101902326084753,0.0,1.0,-0.1715053683701406,0.0,-0.703231156026872,3.0,-0.6735313773068816,0.0,1.0,-0.24406132553076784,-0.42228969016685286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.3899486496119018,0.0,1.0,-0.29534147273895567,1.0,0.2919466886142011,3.0,0.9718712373831992,0.0,5.0,0.5718897717849494,-0.14631033542770344,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.15737541626573387,1.0,1.0,2.5528889277437905,1.0,0.2919466886142011,3.0,0.9718712373831992,0.0,2.0,0.28110291529268794,2.392699728172471,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.48576985579231524,0.0,1.0,-0.29534147273895567,0.0,-0.703231156026872,3.0,-0.12506383907685464,0.0,3.0,-0.7880949320419045,-0.5050834965885977,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.5430136814765858,0.0,-0.703231156026872,5.0,0.9718712373831992,0.0,4.0,-0.10244177042217328,-0.6706711094320874,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,2.018277240249695,0.0,1.0,-0.7906858902142159,1.0,1.287124533255274,5.0,-0.6735313773068816,0.0,3.0,2.3656712615264883,-0.33949588374510803,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.3614883611965323,1.0,3.0,0.32383904910511957,0.0,0.2919466886142011,3.0,-0.12506383907685464,0.0,4.0,0.5577874037446826,0.4056483740505954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.047910603090206734,0.0,3.0,0.07616684036748947,0.0,-0.703231156026872,3.0,-0.6735313773068816,1.0,3.0,-0.5676212908490014,-0.2567020773233632,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-0.9372727154895374,1.0,2.0,-0.047669264001325574,1.0,1.287124533255274,3.0,-0.12506383907685464,0.0,2.0,0.017924920175033297,0.4884421804723402,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.17101902326084753,1.0,2.0,0.4476751534739346,1.0,-0.703231156026872,4.0,0.9718712373831992,0.0,3.0,-1.2673768205089995,-0.008320658058128736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.6088782759629561,0.0,1.0,-1.162194203320661,1.0,-0.703231156026872,3.0,-1.2219989155369084,0.0,5.0,-1.233411962271174,-1.0846401415408116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.37630504261678815,1.0,3.0,-1.038358098951846,1.0,2.282302377896347,3.0,0.4234036991531723,1.0,3.0,0.5186582980554917,-0.42228969016685286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,1.5804179875475866,0.0,3.0,0.07616684036748947,1.0,0.2919466886142011,3.0,1.520338775613226,1.0,4.0,2.9796208335330325,0.18486489025927585,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,-1.0467375286650646,1.0,3.0,0.32383904910511957,0.0,-1.698409000667945,3.0,-0.6735313773068816,0.0,3.0,-0.4591720943703301,-0.5878773030103426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.48576985579231524,0.0,1.0,1.438363988424455,0.0,-0.703231156026872,3.0,-0.12506383907685464,0.0,2.0,-0.6472698765412124,0.6540297933158299,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.047910603090206734,1.0,1.0,0.2000029447363045,0.0,0.2919466886142011,5.0,-0.6735313773068816,1.0,3.0,-0.40991311868038416,0.29525663215493564,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.047910603090206734,0.0,1.0,-0.29534147273895567,1.0,-2.693586845309018,3.0,-0.6735313773068816,0.0,3.0,-1.1746189912863996,-1.2226298189103861,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.48576985579231524,0.0,1.0,0.07616684036748947,1.0,0.2919466886142011,3.0,-0.12506383907685464,0.0,4.0,2.8946093754874807,0.18486489025927585,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,-0.17101902326084753,1.0,1.0,-0.5430136814765858,1.0,-0.703231156026872,4.0,-1.2219989155369084,0.0,2.0,-0.5183623151590554,-0.6706711094320874,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-1.0467375286650646,1.0,1.0,0.6953473622115647,1.0,0.2919466886142011,5.0,-0.12506383907685464,1.0,4.0,-0.518560940061031,0.7368235997375747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.37630504261678815,0.0,3.0,-0.7906858902142159,1.0,0.2919466886142011,4.0,2.068806313843253,0.0,4.0,-0.10303764512810006,-0.5878773030103426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.5804179875475866,0.0,1.0,-0.047669264001325574,1.0,2.282302377896347,3.0,0.4234036991531723,0.0,1.0,1.1528676100635455,0.9024112125810644,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.7993476138986408,1.0,1.0,0.9430195709491948,0.0,-0.703231156026872,3.0,-1.2219989155369084,0.0,5.0,0.4400028368731587,0.32285456762885056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0330939216699508,1.0,3.0,-0.7906858902142159,0.0,0.2919466886142011,5.0,-0.12506383907685464,0.0,2.0,2.8008584217550028,-0.5878773030103426,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.9236291084944238,1.0,3.0,-0.7906858902142159,0.0,2.282302377896347,4.0,-0.12506383907685464,1.0,5.0,2.7764275588120055,-0.09111446447987356,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,1.5804179875475866,1.0,2.0,-0.4191775771077707,1.0,0.2919466886142011,4.0,-0.12506383907685464,1.0,3.0,1.823425279133132,-0.2567020773233632,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.9372727154895374,0.0,1.0,1.9337084058997152,1.0,1.287124533255274,5.0,-0.12506383907685464,0.0,2.0,0.769918799054611,2.6962770183855356,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.9372727154895374,0.0,1.0,-1.162194203320661,1.0,1.287124533255274,3.0,-0.6735313773068816,0.0,1.0,-1.1527702520690848,-0.7534649158538322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-1.8129912208937544,1.0,1.0,0.32383904910511957,0.0,1.287124533255274,5.0,-0.12506383907685464,1.0,3.0,-0.44606285083994124,0.9024112125810644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.37630504261678815,1.0,1.0,-0.4191775771077707,1.0,0.2919466886142011,4.0,2.068806313843253,1.0,3.0,-0.49492457672593604,-0.2567020773233632,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,-0.7183430891384832,1.0,3.0,2.4290528233749753,0.0,0.2919466886142011,3.0,-0.6735313773068816,0.0,3.0,-0.6069490214401679,2.2823079862768116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
